PC_ID,Innate,Current,Maximum,derivative
1366,obedience,-0.45,-0.45,0.13
1366,pain tolerance,0.20,0.20,0.02
1366,perception,-0.11,-0.11,0.08
1366,reflex,0.27,0.27,0.01
1366,speed,-0.46,-0.46,0.13
1366,strength,0.05,0.05,0.05
1367,agility,0.81,0.81,0.14
1367,analytical reasoning,-0.14,-0.14,0.16
1367,bravery,-1.27,-1.27,0.07
1367,endurance,1.29,1.29,0.30
1367,honesty,-0.84,-0.84,0.02
1367,intuition,0.73,0.73,0.09
1367,loyalty,-0.52,-0.52,0.01
1367,memory,0.40,0.40,0.02
1367,obedience,0.39,0.39,0.26
1367,pain tolerance,0.62,0.62,0.14
1367,perception,-0.59,-0.59,1.12
1367,reflex,-0.92,-0.92,0.09
1367,speed,2.32,2.32,0.19
1367,strength,0.17,0.17,0.03
1368,agility,1.75,1.75,0.38
1368,analytical reasoning,0.58,0.58,0.10
1368,bravery,1.14,1.14,0.11
1368,endurance,1.60,1.60,0.13
1368,honesty,0.29,0.29,0.06
1368,intuition,0.70,0.70,0.02
1368,loyalty,2.57,2.57,0.05
1368,memory,0.50,0.50,0.45
1368,obedience,1.10,1.10,0.10
1368,pain tolerance,1.20,1.20,0.24
1368,perception,-0.11,-0.11,0.10
1368,reflex,-0.53,-0.53,0.15
1368,speed,0.47,0.47,0.04
1368,strength,0.22,0.22,0.20
1369,agility,1.79,1.79,0.10
1369,analytical reasoning,-0.20,-0.20,0.01
1369,bravery,-0.26,-0.26,0.02
1369,endurance,1.77,1.77,0.01
1369,honesty,0.53,0.53,0.07
1369,intuition,0.12,0.12,0.12
1369,loyalty,1.21,1.21,0.01
1369,memory,-1.28,-1.28,0.26
1369,obedience,0.45,0.45,0.12
1369,pain tolerance,-1.16,-1.16,0.17
1369,perception,-0.72,-0.72,0.14
1369,reflex,0.50,0.50,0.05
1369,speed,0.91,0.91,0.02
1369,strength,-0.22,-0.22,0.06
1370,agility,-0.67,-0.67,0.82
1370,analytical reasoning,-1.73,-1.73,0.25
1370,bravery,-0.06,-0.06,0.11
1370,endurance,0.37,0.37,0.54
1370,honesty,-0.29,-0.29,0.02
1370,intuition,1.27,1.27,0.27
1370,loyalty,2.93,2.93,0.31
1370,memory,-0.25,-0.25,0.04
1370,obedience,-1.46,-1.46,0.13
1370,pain tolerance,0.81,0.81,0.16
1370,perception,-0.51,-0.51,0.10
1370,reflex,-0.41,-0.41,0.13
1370,speed,0.21,0.21,0.29
1370,strength,1.16,1.16,0.66
1371,agility,0.51,0.51,0.20
1371,analytical reasoning,0.93,0.93,0.01
1371,bravery,-0.74,-0.74,0.05
1371,endurance,0.30,0.30,0.11
1371,honesty,1.24,1.24,0.31
1371,intuition,0.70,0.70,0.51
1371,loyalty,-1.66,-1.66,0.42
1371,memory,-0.98,-0.98,0.08
1371,obedience,-1.01,-1.01,0.40
1371,pain tolerance,0.60,0.60,0.13
1371,perception,-1.03,-1.03,0.23
1371,reflex,0.82,0.82,0.64
1371,speed,-0.69,-0.69,0.11
1371,strength,-1.57,-1.57,0.11
1372,agility,1.12,1.12,0.07
1372,analytical reasoning,1.11,1.11,0.02
1372,bravery,1.22,1.22,0.02
1372,endurance,-0.34,-0.34,0.16
1372,honesty,-0.99,-0.99,0.20
1372,intuition,1.38,1.38,0.08
1372,loyalty,2.20,2.20,0.62
1372,memory,-0.10,-0.10,0.01
1372,obedience,1.74,1.74,0.15
1372,pain tolerance,1.73,1.73,0.03
1372,perception,2.14,2.14,0.01
1372,reflex,0.76,0.76,0.05
1372,speed,-1.57,-1.57,0.46
1372,strength,0.02,0.02,0.29
1373,agility,1.46,1.46,0.05
1373,analytical reasoning,0.39,0.39,0.30
1373,bravery,1.79,1.79,0.01
1373,endurance,0.27,0.27,0.14
1373,honesty,-0.35,-0.35,0.02
1373,intuition,0.19,0.19,0.03
1373,loyalty,-0.39,-0.39,0.24
1373,memory,1.10,1.10,0.01
1373,obedience,-0.69,-0.69,0.71
1373,pain tolerance,1.34,1.34,0.08
1373,perception,0.04,0.04,0.23
1373,reflex,-0.96,-0.96,0.05
1373,speed,-1.03,-1.03,0.02
1373,strength,-2.70,-2.70,0.21
1374,agility,0.98,0.98,0.42
1374,analytical reasoning,-0.24,-0.24,0.01
1374,bravery,0.31,0.31,0.11
1374,endurance,1.20,1.20,0.06
1374,honesty,-0.71,-0.71,0.14
1374,intuition,-0.52,-0.52,0.20
1374,loyalty,0.69,0.69,0.41
1374,memory,-0.05,-0.05,0.03
1374,obedience,-1.10,-1.10,0.27
1374,pain tolerance,1.29,1.29,0.01
1374,perception,-0.03,-0.03,0.05
1374,reflex,-0.42,-0.42,0.07
1374,speed,1.06,1.06,0.59
1374,strength,-0.90,-0.90,0.05
1375,agility,1.05,1.05,0.01
1375,analytical reasoning,1.47,1.47,0.01
1375,bravery,-0.28,-0.28,0.15
1375,endurance,-0.19,-0.19,0.05
1375,honesty,0.97,0.97,0.02
1375,intuition,-0.41,-0.41,0.01
1375,loyalty,0.31,0.31,0.25
1375,memory,2.41,2.41,0.34
1375,obedience,0.50,0.50,0.01
1375,pain tolerance,-0.31,-0.31,0.01
1375,perception,2.03,2.03,0.02
1375,reflex,-0.97,-0.97,0.08
1375,speed,-0.29,-0.29,0.08
1375,strength,0.16,0.16,0.48
1376,agility,-0.41,-0.41,0.01
1376,analytical reasoning,1.33,1.33,0.03
1376,bravery,1.45,1.45,0.01
1376,endurance,-1.85,-1.85,0.26
1376,honesty,1.55,1.55,0.31
1376,intuition,0.10,0.10,0.05
1376,loyalty,0.02,0.02,0.06
1376,memory,-1.23,-1.23,0.10
1376,obedience,0.16,0.16,0.17
1376,pain tolerance,-0.13,-0.13,0.32
1376,perception,-0.38,-0.38,0.38
1376,reflex,-0.49,-0.49,0.04
1376,speed,1.75,1.75,0.16
1376,strength,1.24,1.24,0.12
1377,agility,-1.70,-1.70,0.01
1377,analytical reasoning,-0.84,-0.84,0.13
1377,bravery,-0.32,-0.32,0.24
1377,endurance,0.76,0.76,0.03
1377,honesty,-0.51,-0.51,0.02
1377,intuition,-1.54,-1.54,0.01
1377,loyalty,-1.50,-1.50,0.05
1377,memory,0.77,0.77,0.18
1377,obedience,-0.31,-0.31,0.10
1377,pain tolerance,0.77,0.77,0.07
1377,perception,0.95,0.95,0.37
1377,reflex,-0.30,-0.30,0.12
1377,speed,1.82,1.82,0.12
1377,strength,3.07,3.07,0.19
1378,agility,2.47,2.47,0.51
1378,analytical reasoning,0.47,0.47,0.21
1378,bravery,1.52,1.52,0.02
1378,endurance,0.90,0.90,0.28
1378,honesty,0.06,0.06,0.06
1378,intuition,2.07,2.07,0.01
1378,loyalty,1.28,1.28,0.12
1378,memory,-0.73,-0.73,0.04
1378,obedience,-0.57,-0.57,0.30
1378,pain tolerance,1.50,1.50,0.11
1378,perception,1.15,1.15,0.20
1378,reflex,-0.22,-0.22,0.23
1378,speed,-1.30,-1.30,0.23
1378,strength,1.97,1.97,0.08
1379,agility,0.78,0.78,0.18
1379,analytical reasoning,-1.48,-1.48,0.01
1379,bravery,-0.17,-0.17,0.25
1379,endurance,-1.86,-1.86,0.01
1379,honesty,-0.65,-0.65,0.03
1379,intuition,1.79,1.79,0.07
1379,loyalty,1.45,1.45,0.02
1379,memory,0.90,0.90,0.75
1379,obedience,0.79,0.79,0.15
1379,pain tolerance,-1.20,-1.20,0.09
1379,perception,-0.53,-0.53,0.01
1379,reflex,1.35,1.35,0.09
1379,speed,1.19,1.19,0.23
1379,strength,1.28,1.28,0.03
1380,agility,0.29,0.29,0.16
1380,analytical reasoning,-0.64,-0.64,0.12
1380,bravery,-1.59,-1.59,0.41
1380,endurance,0.20,0.20,0.13
1380,honesty,1.06,1.06,0.01
1380,intuition,0.10,0.10,0.22
1380,loyalty,2.06,2.06,0.05
1380,memory,0.25,0.25,0.02
1380,obedience,-1.08,-1.08,0.10
1380,pain tolerance,-1.34,-1.34,0.06
1380,perception,-0.12,-0.12,0.02
1380,reflex,-0.49,-0.49,0.05
1380,speed,-0.86,-0.86,0.06
1380,strength,-0.44,-0.44,0.06
1381,agility,2.56,2.56,0.07
1381,analytical reasoning,0.54,0.54,0.27
1381,bravery,0.32,0.32,0.11
1381,endurance,-0.40,-0.40,0.02
1381,honesty,-0.71,-0.71,0.10
1381,intuition,-1.42,-1.42,0.04
1381,loyalty,0.60,0.60,0.04
1381,memory,-1.18,-1.18,0.01
1381,obedience,1.34,1.34,0.20
1381,pain tolerance,0.04,0.04,0.04
1381,perception,-0.80,-0.80,0.05
1381,reflex,0.48,0.48,0.07
1381,speed,0.25,0.25,0.06
1381,strength,0.81,0.81,0.02
1382,agility,0.16,0.16,0.14
1382,analytical reasoning,-1.35,-1.35,0.09
1382,bravery,1.66,1.66,0.03
1382,endurance,-1.98,-1.98,0.24
1382,honesty,0.01,0.01,0.05
1382,intuition,-1.77,-1.77,0.06
1382,loyalty,-0.91,-0.91,0.57
1382,memory,-0.33,-0.33,0.27
1382,obedience,0.53,0.53,0.14
1382,pain tolerance,0.79,0.79,0.04
1382,perception,1.00,1.00,0.05
1382,reflex,1.31,1.31,0.57
1382,speed,0.73,0.73,0.07
1382,strength,-0.07,-0.07,0.05
1383,agility,0.86,0.86,0.12
1383,analytical reasoning,0.65,0.65,0.01
1383,bravery,-0.01,-0.01,0.09
1383,endurance,-0.14,-0.14,0.01
1383,honesty,-0.52,-0.52,0.02
1383,intuition,1.26,1.26,0.03
1383,loyalty,1.41,1.41,0.03
1383,memory,0.53,0.53,0.02
1383,obedience,-1.00,-1.00,0.23
1383,pain tolerance,-1.80,-1.80,0.16
1383,perception,0.85,0.85,0.55
1383,reflex,0.44,0.44,0.10
1383,speed,0.96,0.96,0.45
1383,strength,-0.22,-0.22,0.06
1384,agility,1.20,1.20,0.27
1384,analytical reasoning,-0.55,-0.55,0.11
1384,bravery,0.42,0.42,0.06
1384,endurance,1.37,1.37,0.10
1384,honesty,-0.06,-0.06,0.09
1384,intuition,1.97,1.97,0.25
1384,loyalty,-0.54,-0.54,0.03
1384,memory,1.44,1.44,0.01
1384,obedience,2.20,2.20,0.30
1384,pain tolerance,0.85,0.85,0.05
1384,perception,0.58,0.58,0.24
1384,reflex,0.80,0.80,0.31
1384,speed,-0.29,-0.29,0.10
1384,strength,2.04,2.04,0.07
1385,agility,-0.38,-0.38,0.21
1385,analytical reasoning,-0.72,-0.72,0.01
1385,bravery,1.05,1.05,0.22
1385,endurance,1.02,1.02,0.09
1385,honesty,1.55,1.55,0.01
1385,intuition,-2.64,-2.64,0.11
1385,loyalty,-0.52,-0.52,0.21
1385,memory,1.74,1.74,0.14
1385,obedience,0.76,0.76,0.35
1385,pain tolerance,-0.56,-0.56,0.77
1385,perception,1.00,1.00,0.01
1385,reflex,-1.40,-1.40,0.21
1385,speed,1.52,1.52,0.16
1385,strength,-1.00,-1.00,0.14
1386,agility,-0.56,-0.56,0.01
1386,analytical reasoning,0.22,0.22,0.02
1386,bravery,-0.43,-0.43,0.15
1386,endurance,0.43,0.43,0.03
1386,honesty,-0.87,-0.87,0.25
1386,intuition,1.30,1.30,0.07
1386,loyalty,0.46,0.46,0.11
1386,memory,3.01,3.01,0.46
1386,obedience,1.92,1.92,0.01
1386,pain tolerance,-0.76,-0.76,0.03
1386,perception,-0.98,-0.98,0.01
1386,reflex,-0.27,-0.27,0.14
1386,speed,1.32,1.32,0.48
1386,strength,0.86,0.86,0.57
1387,agility,-0.93,-0.93,0.14
1387,analytical reasoning,-0.02,-0.02,0.23
1387,bravery,0.16,0.16,0.06
1387,endurance,1.64,1.64,0.07
1387,honesty,0.40,0.40,0.04
1387,intuition,0.55,0.55,0.53
1387,loyalty,1.38,1.38,0.12
1387,memory,0.19,0.19,0.25
1387,obedience,0.39,0.39,0.07
1387,pain tolerance,0.04,0.04,0.37
1387,perception,0.62,0.62,0.03
1387,reflex,1.99,1.99,0.04
1387,speed,0.89,0.89,0.01
1387,strength,1.25,1.25,0.01
1388,agility,2.17,2.17,0.24
1388,analytical reasoning,0.93,0.93,0.03
1388,bravery,0.64,0.64,0.08
1388,endurance,1.43,1.43,0.11
1388,honesty,0.72,0.72,0.01
1388,intuition,2.39,2.39,0.24
1388,loyalty,1.02,1.02,0.51
1388,memory,1.04,1.04,0.06
1388,obedience,1.37,1.37,0.06
1388,pain tolerance,1.04,1.04,0.04
1388,perception,1.08,1.08,0.09
1388,reflex,1.80,1.80,0.08
1388,speed,0.77,0.77,0.07
1388,strength,2.25,2.25,0.01
1389,agility,2.63,2.63,0.04
1389,analytical reasoning,1.87,1.87,0.01
1389,bravery,2.05,2.05,0.17
1389,endurance,1.26,1.26,0.12
1389,honesty,1.19,1.19,0.25
1389,intuition,-1.09,-1.09,0.19
1389,loyalty,0.40,0.40,0.10
1389,memory,0.81,0.81,0.55
1389,obedience,0.27,0.27,0.18
1389,pain tolerance,-0.57,-0.57,0.01
1389,perception,0.41,0.41,0.44
1389,reflex,-0.07,-0.07,0.05
1389,speed,-0.26,-0.26,0.14
1389,strength,1.37,1.37,0.10
1390,agility,-0.06,-0.06,0.01
1390,analytical reasoning,2.23,2.23,0.08
1390,bravery,2.65,2.65,0.15
1390,endurance,0.50,0.50,0.25
1390,honesty,0.30,0.30,0.32
1390,intuition,1.08,1.08,0.57
1390,loyalty,-0.20,-0.20,0.12
1390,memory,1.64,1.64,0.06
1390,obedience,1.31,1.31,0.10
1390,pain tolerance,-0.76,-0.76,0.01
1390,perception,1.66,1.66,0.05
1390,reflex,-0.15,-0.15,0.10
1390,speed,2.25,2.25,0.08
1390,strength,0.98,0.98,0.20
1391,agility,-0.22,-0.22,0.12
1391,analytical reasoning,-1.02,-1.02,0.19
1391,bravery,0.14,0.14,0.05
1391,endurance,0.88,0.88,0.18
1391,honesty,-0.86,-0.86,0.47
1391,intuition,1.18,1.18,0.08
1391,loyalty,1.74,1.74,0.06
1391,memory,0.27,0.27,0.31
1391,obedience,0.87,0.87,0.21
1391,pain tolerance,-0.54,-0.54,0.16
1391,perception,0.67,0.67,0.19
1391,reflex,-0.15,-0.15,0.02
1391,speed,0.55,0.55,0.32
1391,strength,-0.39,-0.39,0.01
1392,agility,0.72,0.72,0.06
1392,analytical reasoning,-1.23,-1.23,0.09
1392,bravery,1.83,1.83,0.01
1392,endurance,-0.25,-0.25,0.05
1392,honesty,2.56,2.56,0.05
1392,intuition,0.79,0.79,0.24
1392,loyalty,-0.11,-0.11,0.13
1392,memory,-1.59,-1.59,0.12
1392,obedience,0.94,0.94,0.04
1392,pain tolerance,0.46,0.46,0.08
1392,perception,0.14,0.14,0.44
1392,reflex,0.42,0.42,0.49
1392,speed,-0.24,-0.24,0.03
1392,strength,0.17,0.17,0.14
1393,agility,2.48,2.48,0.24
1393,analytical reasoning,1.36,1.36,0.13
1393,bravery,1.49,1.49,0.03
1393,endurance,0.80,0.80,0.15
1393,honesty,0.68,0.68,0.15
1393,intuition,0.34,0.34,0.09
1393,loyalty,0.50,0.50,0.16
1393,memory,0.93,0.93,0.26
1393,obedience,-0.09,-0.09,0.08
1393,pain tolerance,-0.32,-0.32,0.06
1393,perception,2.38,2.38,0.11
1393,reflex,1.28,1.28,0.03
1393,speed,1.81,1.81,0.03
1393,strength,1.34,1.34,0.29
1394,agility,-1.05,-1.05,0.06
1394,analytical reasoning,-0.53,-0.53,0.08
1394,bravery,0.54,0.54,0.01
1394,endurance,-0.85,-0.85,0.08
1394,honesty,0.16,0.16,0.41
1394,intuition,0.77,0.77,0.02
1394,loyalty,-0.12,-0.12,0.05
1394,memory,-0.63,-0.63,0.14
1394,obedience,1.47,1.47,0.49
1394,pain tolerance,0.49,0.49,0.01
1394,perception,1.02,1.02,0.06
1394,reflex,0.59,0.59,0.20
1394,speed,0.30,0.30,0.11
1394,strength,0.08,0.08,0.12
1395,agility,1.41,1.41,0.34
1395,analytical reasoning,-0.33,-0.33,0.08
1395,bravery,1.86,1.86,0.12
1395,endurance,1.26,1.26,0.10
1395,honesty,-0.36,-0.36,0.01
1395,intuition,-0.83,-0.83,0.24
1395,loyalty,0.71,0.71,0.54
1395,memory,-0.07,-0.07,0.18
1395,obedience,1.28,1.28,0.01
1395,pain tolerance,-0.22,-0.22,0.26
1395,perception,-0.33,-0.33,0.01
1395,reflex,0.13,0.13,0.11
1395,speed,0.52,0.52,0.36
1395,strength,-0.03,-0.03,0.24
1396,agility,0.33,0.33,0.01
1396,analytical reasoning,-1.85,-1.85,0.12
1396,bravery,0.46,0.46,0.01
1396,endurance,0.72,0.72,0.24
1396,honesty,1.17,1.17,0.13
1396,intuition,0.14,0.14,0.03
1396,loyalty,0.23,0.23,0.13
1396,memory,0.20,0.20,0.01
1396,obedience,-0.46,-0.46,0.04
1396,pain tolerance,1.45,1.45,0.37
1396,perception,-1.17,-1.17,0.01
1396,reflex,0.53,0.53,0.68
1396,speed,0.83,0.83,0.04
1396,strength,0.17,0.17,0.13
1397,agility,0.24,0.24,0.45
1397,analytical reasoning,0.47,0.47,0.15
1397,bravery,0.72,0.72,0.04
1397,endurance,-0.61,-0.61,0.02
1397,honesty,2.11,2.11,0.01
1397,intuition,0.28,0.28,0.03
1397,loyalty,0.01,0.01,0.05
1397,memory,-1.50,-1.50,0.15
1397,obedience,0.54,0.54,0.04
1397,pain tolerance,2.05,2.05,0.19
1397,perception,0.48,0.48,0.11
1397,reflex,-0.45,-0.45,0.04
1397,speed,1.56,1.56,0.15
1397,strength,0.65,0.65,0.04
1398,agility,-1.37,-1.37,0.10
1398,analytical reasoning,1.17,1.17,0.01
1398,bravery,-0.10,-0.10,0.05
1398,endurance,0.47,0.47,0.43
1398,honesty,-1.36,-1.36,0.04
1398,intuition,-0.67,-0.67,0.01
1398,loyalty,0.69,0.69,0.06
1398,memory,-0.27,-0.27,0.03
1398,obedience,1.45,1.45,0.58
1398,pain tolerance,0.27,0.27,0.37
1398,perception,-1.17,-1.17,0.10
1398,reflex,-0.64,-0.64,0.57
1398,speed,1.18,1.18,0.84
1398,strength,-0.08,-0.08,0.28
1399,agility,0.23,0.23,0.06
1399,analytical reasoning,0.42,0.42,0.19
1399,bravery,0.74,0.74,0.16
1399,endurance,1.94,1.94,0.14
1399,honesty,0.17,0.17,0.19
1399,intuition,-0.67,-0.67,0.48
1399,loyalty,1.12,1.12,0.02
1399,memory,-1.03,-1.03,0.22
1399,obedience,0.03,0.03,0.17
1399,pain tolerance,0.89,0.89,0.26
1399,perception,-1.30,-1.30,0.02
1399,reflex,1.12,1.12,0.05
1399,speed,0.19,0.19,0.05
1399,strength,1.73,1.73,0.40
1400,agility,-1.00,-1.00,0.02
1400,analytical reasoning,0.35,0.35,0.04
1400,bravery,0.70,0.70,0.05
1400,endurance,1.28,1.28,0.05
1400,honesty,1.96,1.96,0.19
1400,intuition,-1.21,-1.21,0.26
1400,loyalty,-0.84,-0.84,0.48
1400,memory,-1.13,-1.13,0.02
1400,obedience,-0.27,-0.27,0.08
1400,pain tolerance,-1.93,-1.93,0.18
1400,perception,1.23,1.23,0.02
1400,reflex,-0.90,-0.90,0.02
1400,speed,0.66,0.66,0.10
1400,strength,1.82,1.82,0.50
1401,agility,-1.00,-1.00,0.36
1401,analytical reasoning,-0.68,-0.68,0.24
1401,bravery,2.09,2.09,0.01
1401,endurance,-0.06,-0.06,0.17
1401,honesty,1.73,1.73,0.35
1401,intuition,0.13,0.13,0.48
1401,loyalty,1.07,1.07,0.32
1401,memory,0.96,0.96,0.21
1401,obedience,1.00,1.00,0.34
1401,pain tolerance,0.33,0.33,0.31
1401,perception,0.87,0.87,0.03
1401,reflex,0.52,0.52,0.51
1401,speed,0.70,0.70,0.05
1401,strength,-0.55,-0.55,0.19
1402,agility,-1.13,-1.13,0.39
1402,analytical reasoning,0.59,0.59,0.31
1402,bravery,-0.09,-0.09,0.33
1402,endurance,-0.33,-0.33,0.01
1402,honesty,0.64,0.64,0.04
1402,intuition,-0.31,-0.31,0.01
1402,loyalty,0.42,0.42,0.02
1402,memory,-0.20,-0.20,0.08
1402,obedience,-0.76,-0.76,0.41
1402,pain tolerance,0.98,0.98,0.01
1402,perception,1.91,1.91,0.10
1402,reflex,1.73,1.73,0.12
1402,speed,-0.37,-0.37,0.08
1402,strength,0.39,0.39,0.01
1403,agility,0.80,0.80,0.08
1403,analytical reasoning,-0.07,-0.07,0.16
1403,bravery,-1.98,-1.98,0.35
1403,endurance,-1.19,-1.19,0.10
1403,honesty,1.24,1.24,0.21
1403,intuition,0.86,0.86,0.58
1403,loyalty,0.49,0.49,0.06
1403,memory,-1.46,-1.46,0.09
1403,obedience,1.78,1.78,0.02
1403,pain tolerance,-0.11,-0.11,0.12
1403,perception,0.29,0.29,0.12
1403,reflex,-1.36,-1.36,0.17
1403,speed,1.47,1.47,0.05
1403,strength,-1.03,-1.03,0.11
1404,agility,-0.08,-0.08,0.07
1404,analytical reasoning,-0.69,-0.69,0.12
1404,bravery,-0.19,-0.19,0.02
1404,endurance,0.27,0.27,0.18
1404,honesty,0.10,0.10,0.61
1404,intuition,0.70,0.70,0.09
1404,loyalty,0.32,0.32,0.03
1404,memory,0.20,0.20,0.08
1404,obedience,-0.77,-0.77,0.21
1404,pain tolerance,-0.22,-0.22,0.05
1404,perception,0.70,0.70,0.03
1404,reflex,2.56,2.56,0.24
1404,speed,0.93,0.93,0.03
1404,strength,0.04,0.04,0.15
1405,agility,0.67,0.67,0.03
1405,analytical reasoning,-0.68,-0.68,0.74
1405,bravery,0.50,0.50,0.12
1405,endurance,-0.15,-0.15,0.30
1405,honesty,1.53,1.53,0.01
1405,intuition,-0.47,-0.47,0.37
1405,loyalty,0.52,0.52,0.10
1405,memory,-0.21,-0.21,0.14
1405,obedience,-0.72,-0.72,0.19
1405,pain tolerance,-0.88,-0.88,0.08
1405,perception,1.63,1.63,0.12
1405,reflex,-0.78,-0.78,0.01
1405,speed,-1.17,-1.17,0.25
1405,strength,-1.41,-1.41,0.10
1406,agility,1.26,1.26,0.22
1406,analytical reasoning,1.41,1.41,0.10
1406,bravery,1.97,1.97,0.25
1406,endurance,-0.62,-0.62,0.01
1406,honesty,-0.12,-0.12,0.18
1406,intuition,0.53,0.53,0.01
1406,loyalty,0.72,0.72,0.17
1406,memory,-0.01,-0.01,0.19
1406,obedience,0.62,0.62,0.23
1406,pain tolerance,2.50,2.50,0.17
1406,perception,0.06,0.06,0.45
1406,reflex,1.57,1.57,0.05
1406,speed,-1.24,-1.24,0.09
1406,strength,0.01,0.01,1.14
1407,agility,-0.47,-0.47,0.05
1407,analytical reasoning,-1.05,-1.05,0.11
1407,bravery,3.58,3.58,0.39
1407,endurance,-0.62,-0.62,0.06
1407,honesty,0.14,0.14,0.28
1407,intuition,-0.93,-0.93,0.16
1407,loyalty,-0.18,-0.18,0.25
1407,memory,0.94,0.94,0.17
1407,obedience,0.66,0.66,0.01
1407,pain tolerance,0.58,0.58,0.07
1407,perception,-1.88,-1.88,0.30
1407,reflex,-0.61,-0.61,0.23
1407,speed,2.38,2.38,0.16
1407,strength,-0.73,-0.73,0.54
1408,agility,0.87,0.87,0.45
1408,analytical reasoning,0.86,0.86,0.29
1408,bravery,-0.28,-0.28,0.01
1408,endurance,-0.18,-0.18,0.40
1408,honesty,-0.07,-0.07,0.06
1408,intuition,0.51,0.51,0.19
1408,loyalty,1.47,1.47,0.15
1408,memory,1.44,1.44,0.27
1408,obedience,-0.52,-0.52,0.06
1408,pain tolerance,1.06,1.06,0.01
1408,perception,1.37,1.37,0.02
1408,reflex,0.69,0.69,0.06
1408,speed,-0.32,-0.32,0.21
1408,strength,-0.10,-0.10,0.24
1409,agility,-0.80,-0.80,0.06
1409,analytical reasoning,0.74,0.74,0.54
1409,bravery,0.23,0.23,0.05
1409,endurance,1.90,1.90,0.01
1409,honesty,1.11,1.11,0.02
1409,intuition,1.42,1.42,0.12
1409,loyalty,0.64,0.64,0.24
1409,memory,0.01,0.01,0.11
1409,obedience,1.45,1.45,0.18
1409,pain tolerance,-0.96,-0.96,0.65
1409,perception,1.52,1.52,0.11
1409,reflex,-0.06,-0.06,0.09
1409,speed,-0.74,-0.74,0.01
1409,strength,-0.26,-0.26,0.01
1410,agility,-0.32,-0.32,0.05
1410,analytical reasoning,1.96,1.96,0.20
1410,bravery,-0.44,-0.44,0.03
1410,endurance,-1.11,-1.11,0.12
1410,honesty,-0.40,-0.40,0.13
1410,intuition,0.77,0.77,0.13
1410,loyalty,0.64,0.64,0.04
1410,memory,1.13,1.13,0.01
1410,obedience,-0.48,-0.48,0.29
1410,pain tolerance,0.97,0.97,0.51
1410,perception,0.50,0.50,0.16
1410,reflex,0.71,0.71,0.33
1410,speed,1.38,1.38,0.01
1410,strength,-0.51,-0.51,0.06
1411,agility,0.36,0.36,0.22
1411,analytical reasoning,0.89,0.89,0.24
1411,bravery,0.18,0.18,0.32
1411,endurance,2.29,2.29,0.06
1411,honesty,3.18,3.18,0.12
1411,intuition,0.13,0.13,0.08
1411,loyalty,-0.33,-0.33,0.19
1411,memory,0.29,0.29,0.04
1411,obedience,0.65,0.65,0.07
1411,pain tolerance,2.14,2.14,0.09
1411,perception,0.09,0.09,0.09
1411,reflex,1.42,1.42,0.15
1411,speed,-1.44,-1.44,0.23
1411,strength,1.41,1.41,0.27
1412,agility,1.00,1.00,0.06
1412,analytical reasoning,0.06,0.06,0.12
1412,bravery,0.76,0.76,0.50
1412,endurance,0.22,0.22,0.19
1412,honesty,0.70,0.70,0.07
1412,intuition,-1.14,-1.14,0.06
1412,loyalty,-1.14,-1.14,0.05
1412,memory,1.75,1.75,0.05
1412,obedience,1.12,1.12,0.21
1412,pain tolerance,-1.17,-1.17,0.01
1412,perception,0.76,0.76,0.12
1412,reflex,-1.03,-1.03,0.01
1412,speed,-0.01,-0.01,0.16
1412,strength,0.47,0.47,0.01
1413,agility,-1.30,-1.30,0.35
1413,analytical reasoning,-1.51,-1.51,0.06
1413,bravery,1.73,1.73,0.04
1413,endurance,0.14,0.14,0.09
1413,honesty,-0.26,-0.26,0.34
1413,intuition,0.71,0.71,0.02
1413,loyalty,1.44,1.44,0.03
1413,memory,1.82,1.82,0.07
1413,obedience,1.92,1.92,0.02
1413,pain tolerance,1.60,1.60,0.03
1413,perception,2.08,2.08,0.21
1413,reflex,0.92,0.92,0.01
1413,speed,0.21,0.21,0.41
1413,strength,-1.10,-1.10,0.42
1414,agility,-1.09,-1.09,0.05
1414,analytical reasoning,0.79,0.79,0.11
1414,bravery,-0.04,-0.04,0.23
1414,endurance,1.33,1.33,0.01
1414,honesty,0.54,0.54,0.28
1414,intuition,-0.20,-0.20,0.22
1414,loyalty,0.74,0.74,0.29
1414,memory,-1.93,-1.93,0.14
1414,obedience,0.70,0.70,0.63
1414,pain tolerance,0.70,0.70,0.36
1414,perception,-0.74,-0.74,0.04
1414,reflex,-0.65,-0.65,0.01
1414,speed,-0.71,-0.71,0.08
1414,strength,0.08,0.08,0.05
1415,agility,-0.52,-0.52,0.39
1415,analytical reasoning,-0.87,-0.87,0.27
1415,bravery,-0.11,-0.11,0.01
1415,endurance,1.74,1.74,0.09
1415,honesty,0.08,0.08,0.40
1415,intuition,0.72,0.72,0.18
1415,loyalty,0.95,0.95,0.02
1415,memory,-1.12,-1.12,0.10
1415,obedience,0.13,0.13,0.08
1415,pain tolerance,1.80,1.80,0.05
1415,perception,-0.38,-0.38,0.09
1415,reflex,0.05,0.05,0.41
1415,speed,1.17,1.17,0.09
1415,strength,-0.68,-0.68,0.50
1416,agility,-0.26,-0.26,0.11
1416,analytical reasoning,-0.52,-0.52,0.21
1416,bravery,-1.24,-1.24,0.34
1416,endurance,0.73,0.73,0.10
1416,honesty,0.96,0.96,0.19
1416,intuition,2.04,2.04,0.12
1416,loyalty,-0.31,-0.31,0.02
